email_id,label,body
34,Confirmation,"debra and gerald attached is a worksheet with the credit terms that i would require in a gtc confirmation: greg i will call you about this. thanks jay"
35,Confirmation,"ferc today issued draft orders denying rehearing in the following: kern river cp01 31 2002 expansion project rejected arguments of the firm customers that the project should not have been approved or alternatively the rights of the expansion shippers at wheeler ridge should be subordinate to those of the existing shippers. pg e gas transmission nw cp01 141 2001 expansion rejected newport northwest llc s assertion that requiring the expansion shippers to pay a fuel cost surcharge to recover any incremental fuel costs due to the additional compression approved for this project is contrary to ferc precedent and the policy statement on expansion facilities. these orders should be issued within the next few days and we will circulate copies. let melinda know if you want to see the draft copies before then they are not available electronically ."
36,Confirmation,"final reminder if you are a participant in the enron corp. savings plan all trades among your investment funds must be completed by 3:00 pm cst friday october 26. the makeup of your investment funds in the savings plan at 3:00 p.m. october 26 will reflect your investment decision for the duration of the transition period."
37,Confirmation,"the approval status has changed on the following report: status last changed by: barry l. tycholiz expense report name: mw112801 report total: 127.42 amount due employee: 127.42 amount approved: 127.42 amount paid: 0.00 approval status: approved payment status: pending to review this expense report click on the following link for concur expense. http: expensexms.enron.com"
38,Confirmation,"you have received this message because someone has attempted to send you an e mail from outside of enron with an attachment type that enron does not allow into our messaging environment. your e mail has been quarantined and is being held at the mailsweeper server. sender: daphneco64 alltel.net date: fri 28 dec 2001 09:28:35 0600"
39,Confirmation,"steve and i have been asked whether we will be signing the documents that you previously signed or whether they should continue to go you. if the officer status is not required for tpa s electronic information access transportation contracts etc we d be happy to pick up the responsibility. let us know which direction you d like to go and we will inform the group. brad"
40,Confirmation,"the approval status has changed on the following report: status last changed by: barry l. tycholiz expense report name: 121001 report total: 198.98 amount due employee: 198.98 amount approved: 198.98 amount paid: 0.00 approval status: approved payment status: pending to review this expense report click on the following link for concur expense. http: expensexms.enron.com"
1,Complaint,"please note that the issues we observed on 10 23 when copy and paste values from excel to curve manager has been resolved now. \n\nin case you didn t realize what the issue was: we couldn t copy more than 12 prices at a time from excel to curve manager.\n\nplease let risk know if your curve manager is still not working.\n\nthanks \nfran"
2,Complaint,"i m concerned about the 2nd bullet. we ve been taking the position that we don t want this payment of px credit issue in this proceeding the free for all proceeding. have we changed our position? if not i am concerned that edison will either state directly or give the impression that it s part of the barnett proceeding."
3,Complaint,"we are currently experiencing a problem with our ability to display pay checks. we are addressing the issue at this time and will provide you with updates as we have additional information.\n\ncontact:\n\ncontact:\n\ncontact information:\n\nisc customer care \n\n713 345 4727"
4,Complaint,"attached is the capital charge file which has been corrected for a formula error in august. i appreciate everyone s efforts in auditing this."
5,Complaint,"stan rod and danny: following is an outline of the issues i d like to cover tomorrow. the last point is the most important so we can blow through the preliminaries as fast or slow as is appropriate. \n\n \n1. current status of proceeding\n\t briefing is complete\n\t minor skirmishing on page limit and staff motion to strike still going on argument set for 9 28 \n \t alj decision still expected on or around 10 15\n\n2. primary issues\n\t tw s tariff and posting procedures are confusing complex inconsistent and not user friendly"
6,Complaint,"kristin \n\ni m attaching the dpr recon file that has an updated reconciliation to form a as well as a tab that has the negotiated deals value broken out by counterparty. also i m attaching our schedule c detail as of 11 30.\n\nlet me know if you need additional info!!\n\ncasey"
7,Complaint,"start date: 10 20 01; hourahead hour: 4; hourahead schedule download failed. manual intervention required.\n\n log messages:\n\nparsing file o: portland westdesk california scheduling iso final schedules 2001102004.txt\n!!!general sql error.\ncouldn t update; currently locked by user admin on machine ecthou bps4 .\ntable\n!!!a user transaction is already in progress.\n!!!a user transaction is already in progress.\n!!!a user transaction is already in progress.\n!!!a user transaction is already in progress."
8,Complaint,"linda i left a message for lisa to continue taking care of the cats because you wouldn t be able to get back for at least a day or more. her number is 212 721 4590. once you know your plans i will call her again to let her know.\n\n mark.taylor enron.com 09 11 01 12:31pm \nhope everyone we know is well. the pictures we are seeing in london are\ndevastating. i am not able to get back tomorrow and will let you know when\ni have flight arrangements. i m sending this to the two of you in the hope\nthat one of you can pass along any information to randy."
9,Complaint,"mike this amendments are indeed almost identical. one is titled first amendment to master energy purchae and sale agreement this one is not executed. the other is titled first amendment to master purchase and sales agreement and this one is executed. were we wrong in assuming that the one referring to energy is for power and the other one refers to gas???\n\nchristy\n\n\n \n\tenron energy services"
10,Complaint,"you will check in with co and they will reissue your tkt at the airport. if\nyou have any questions please let me know.\n\nthanks \nheather\n\n agent aa hm booking ref yvegys\n\n taylor mark e\n eb 3889\n etkt receipt\n enron corp\n\n\n\n\n\n date: sep 24 2001\n\nservice date from to depart arrive\n\ncontinental airlines 18oct houston tx minneapolis mn 700p 948p\nco 616 t thu g.bush interco st paul intl\n terminal c terminal l\n snack non stop\n reservation confirmed 2:48 duration\n aircraft: boeing 737 300"
11,Complaint,"fyi i have heard from several of you that you ve experienced difficulty using the ggp pre tax parking and mass transit withdrawal program. you ve been told by payroll that if you change options from parking to mass transit or vice versa payroll has to first cancel your existing withdrawal authorization and you have to wait until the next month to file for a new one. i also understand that in some cases only parking is available but not mass transit. \ni ve requested support from payroll to offer both parking and mass transit to all employees as a pre tax option."
12,Complaint,"i called this morning. i agree they re horrible.\n\n\n emca yahoogroups.com wrote:\n to unsubscribe from this group send an email"
13,Complaint,"i m in a really boring meeting. please email me! tell mesomething good\nheather kroll"
14,Complaint,"i have 2 tickets to the pga tour championship at the champions golf club on sunday november 4th that i cannot use due to another commitment. i believe that these tickets would be especially attractive to a golf fan as tiger woods is expected to play in this tournament which is limited to only the top 30 money winners on the pga tour. if you are interested let me know."
15,Complaint,"the pictures i tried to send wouldn t go through. they were too big. i ll send a different one. this is my attempt to avoid doing actual work today."
16,Complaint,"start date: 10 27 01; hourahead hour: 23; hourahead schedule download failed. manual intervention required.\n\n log messages:\n\nsql error occured: couldn t update; currently locked by user admin on machine ecthou bps4 .\ntable\nassociatedwithpreferredtransaction,\nat oracle.jdbc.driver.DatabaseError.throwSqlException(DatabaseError.java:112)\nat oracle.jdbc.driver.T4CTTIoer.processError(T4CTTIoer.java:331)\nat oracle.jdbc.driver.T4CTTIoer.processError(T4CTTIoer.java:268)"
17,Complaint,"enron today announced that jeff mcmahon 40 has been named the company s chief financial officer. in his new role jeff will join enron s executive committee. ben glisan who has served as executive vice president and treasurer will continue to serve as treasurer. \n\nprior to this appointment jeff has served since march 2000 as chairman and ceo of enron industrial markets a business focused on providing energy and risk management services to the metals and mining forest products chemicals and glass market sectors."
18,Complaint,"hi \nwe are experiencing some problems with the risktrac feed for enron europe. the problem was with overnight batches that failed. our people worked through these but it has taken some time to get all of the data into risktrac. the risktrac database is now updated and we are currently creating the reports which should be out shortly. as a result of the batch problem the new york and singapore data are ok. london s data will be slightly delayed.\n\nsorry for any inconvenience caused.\n\nmartin"
19,Complaint,"employees who enroll in the flexcar car sharing program are entitled to free parking for their flexcar at enron. however if you ve been parking your flexcar on level 6 of the enron garage we need you to move it. due to the extremely tight parking situation at enron effective immediately flexcars must be parked in the visitor parking area on level 3b. enron has agreed to validate flexcar parking in this area.\n\nif you need to pick up a visitor parking validation sticker please see either mike riedel 3ac4094 or me 3ac2374. thanks for your cooperation with the new procedure."
20,Complaint,"jim \n\nthe attached came to our office in error as we do not represent enron corp. or its subsidiaries. i believe this should be routed to your office for action. i am sending the original via courier for your files.\n\nkathy"
21,Complaint,"my name is steve cooper i m the acting ceo and cro at enron calling on thursday february 14th about 4 15 houston time. um uh i m calling primarily uh two things one is uh i just had a conversation with jane lacher and she s uh having to deal with a lot of issues uh with the benefits department a little short on resources. i told her that i thought it was very important to spend time on the benefits side we needed to make sure that that was one area where we could show a human face to our employees"
22,Complaint,"when you arrive at enron center tomorrow tuesday january 22 please go to your regularly assigned floor. \n\nif you were on floors 4 22 24 25 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 or 50 proceed to your cube or office and begin packing. \n\nemployees who were on floors 4 22 24 25 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 or 50 should gather your personal belongings and place them in a box for transport to your new location. please clearly mark your box with your name department and new floor."
23,Complaint,"now hear this!\n\nif you are in bankruptcy you must clear all non personal items from your desk and throw them away. tonight. including the desk tops and doors to cabinets. please help us by throwing away all items that are clearly trash. this will accelerate the moves.\n\nif you were on a floor that is going to be abandoned on the moves you may go to that floor at 7:00 a.m. if that is before the official evacuation move times. you ll need to be moved out of there when the movers come. the official move times will be provided tomorrow."
24,Complaint,"i do not have a handout but i would like to discuss the issue of rto related\nproduct transition.\n\nwhat do you all think?"
25,Complaint,"yes i agree that the difference is not within the transaction the fact here is that the agreements may conflict internally and this is what creates the uncertainty and more importantly increases the counterparty risk. i also believe we are potentially confusing the issue. our original enquiry is related to understanding why certain transactions are done with lehman brothers finance s.a. as opposed to lehman brothers or any other lehman entity. i struggle to understand what particular advantage these entities have by initiating these various trades in different names."
26,Complaint,"we have very recently learned from an anonymous source that the ferc order we expect soon regarding the proceeding to investigation ca spot market prices will also include an order initiating a new docket to investigate spot market prices in the pacific northwest. apparently the ferc plans to look at the period beginning dec 1 2000 and it appears that this will not be a 206 preliminary order or paper hearing but instead will collect data on an expedited basis. we have asked our washington lobbyists to contact chairman wood s office to see if they can get more details."
27,Complaint,"leslie are you saying we can t quote physical call options to this\nmunicipal customer like we can to a wholesale customer?\n\nif the answer is yes then we have a problem. we have a call option with\nriver city ca a muni and i just quoted a call option to a customer in\nportland oregon.\n\nwith the current state of the markets if we cannot competitively quote\nthese customers then we have a serious problem with our ability to serve\nmunicipals in the west. i want to know why we can or can t do this."
28,Complaint,"dave giles and i have been asked to provide input on the confidential draft certificates that are expected to be issued to kern river and pg e for the respective expansion projects at the open ferc meeting on wednesday 10 31. the ets legal team has already reviewed the drafts and doesn t see any significant unresolved issues that would affect our ability to support these orders in their current form. nevertheless bob frank has indicated that both draft orders contain certain precedential language."
29,Complaint,"i have been working on this document for at least six months trying to get the credit language correct. i was very surprised to find out that we have just signed it with no real review on our part. \n\ni would like some clarification as to the process involved in this situation in order to understand where the breakdown was. was the document reviewed by the credit function? by legal? more importantly did anyone besides the originator review it?"
30,Complaint,"very difficult to start a draft given the large uncertainty about what areas will be most critical. for example the uk retail situation is very strange and not well understood by houston. also people were worried yesterday about the situation in canada with ecc the problem is that there seem to be almost too many issues to worry about at once and nobody knows which ones are the most critical."
31,Complaint,"i know this question is directed at mary but i ve been working on the bammel lease since january so i ll try to shed some light. there are two issues. 1. the residual value guarantee is a concern that mary cook and i are trying to figure out. if we have a dollar for dollar indemnification of hpl and if hpl is on the hook for the entire 100mm then that may be a problem. having said that however i originally heard on one call that enron is subject to some of the residual value risk but not all of it."
32,Complaint,"sorry i forgot the attachment. here it is...."
33,Complaint,"pursuant to our discussion yesterday regarding the above please find below for your consideration a suggested revision to mac credit rating trigger definition to used in all future master trading agreements or confirmations in which enron corp s credit rating is part of a mac credit rating trigger.\n\nany comments should be sent to scott ringdahl x 33690 and robert bruce x 39106.\n\nthanks."
34,Complaint,"chonawee \n\n\tgood work. i d like to add a few observations. regarding your comment about not being able to buy straddles: longitude informed us that an upcoming implementation that is actually in place now but has not been made available so as not to complicate the initial auctions . the new implementation includes an ability to place a small number of customized orders in addition to the standard orders. i.e. 3 or 4 of a user s own customized orders it s never been made clear to me why this should be a small number."
35,Complaint,"lynn the training went well. we covered the following topics:\n\n\t 8 a.m. true up process and how to avoid mistakes or invalid codes\n\t winter power pak agreement and true up process\n\t information about realigning their demarc and beatrice volumes\n\t differences between demarc and mid 17 pool\n\t addressed concerns about the nng imc dth that keeps showing up on their invoices\n\t reviewed some trading codes and how we use them\n\t gave examples of how we provide better information to them than other pipes by opening our scheduling system to them"
36,Complaint,"hey guys well i had to learn some cod scheduling fast this afternoon we really do need to exchange new cell phone numbers : . anyway tag 40700 was incorrect and bpa called about 3:45. i cancelled that tag and replaced it with tag 40716\ni hope what i did was okay let me know if i should have done it differently.\ni also was paged by the real time desk to get help with another problem. portland switched from cod to ect on the tag 40683 i was able to fix that tag too.\nsee ya monday pat"
37,Complaint,"stephanie \n \ntranswestern has been in discussions with ena since very early december regarding the sale of the enron compression services gas. the ecs off take is supposed to be 11 000 per day. the fact that ecs was not able to nominate their gas has been problematic for transwestern in that it causes imbalances on the pipeline. we had been waiting for ena to take assignment of these volumes and we had been informed by various people that ena was going to purchase the ecs gas. it s my impression that the deal has still not closed. so now what?"
38,Complaint,"at mike perrin s request i have attached a copy of his resume to this\nemail. please let me know that you have received it. also please let me\nknow if you need any further information. my telephone number should you\nneed it is 713 751 3216.\n\njudy tucker\noffice administrator\nking spalding"
39,Complaint,"my draft response would be:\n\nthe objective is for bu and functional leads to identify their top and bottom 10 for discussion surrounding the issues you raise as well as what the leadership believe is necessary in order to meet their business goals and whether these people could be better deployed in other areas or at other projects. as importantly i am looking to understand our leadership s perspective on the top bottom 10 people against the criteria of strong leadership alignment to the netco model and deep knowledge of the business they are running."
40,Complaint,"today we discovered that ena has 310 000 mmbtu parked with the consumers gas company ltd. an affiliate of enbridge inc. at dawn that needs to be withdrawn by march 31 2002. dan white 403 508 3184 at enbridge faxed me their confirmation. according to dan this gas was parked in may and june 2001. per chuck ames this is ena s gas but should be assigned to ecc which would have been ecc s obligation to fulfill. the original park term was until october 31 2001 but was extended to march 31 2002."
1,Others,"you cannot be dependent upon your eyes when your imagination is out of focus. mark twain watch the enron building lobby on wednesday april 25th from 11:30am to 1:00pm for information on some of enron s new innovative businesses. you ll have the opportunity to meet various business representatives and discuss their products and services from the creative minds of our employees. watch for vince kaminski who will be present during this exciting exchange of information."
2,Others,"system outage notification outage description: all sap systems including prod interface all ebp systems ipayit ibuyit and ftp servers will be shutdown in order to upgrade our storage hardware. this maintenance is required to ensure that sufficient storage is available for the sap production systems."
3,Others,"columbia gas transmission corporation notice to all interested parties november 27 2001 notice id: 3286 5 no response required"
4,Others,"as many as five people shot at grundy virginia law school police say. watch cnn or log on to http: cnn.com aol keyword: cnn for the latest news."
5,Others,"i have a very important video announcement about the future of our company. please go to http: home.enron.com message to access the video. thank you."
6,Others,"the following late pending nom has been rejected: company: 000236 arng: 37147 01961 eff date: 2001 11 27 nominated location quantity receipt p1037186 1 767 delivery p1037147 1 767 rejected reason: pool out of balance this document was created by tco2114 in the db2p subsystem in trans id smi0 program tj90018"
7,Others,"you re invited! come learn about the jones graduate school of management at rice university! this is your opportunity to meet to meet with individuals from the jones office of admissions as well as with current students and alumni. date: monday november 5 2001 time: 6:00 8:00 pm location: ecn 5c2"
8,Others,"columbia gas transmission corporation notice to all interested parties october 04 2001 notice id: 3154 5 no response required"
9,Others,"enron in action can be accessed through the new community relations web site at http: cr.enron.com eia.html . in this week s issue you will find out information regarding: enron happenings sponsor a child win a ticket to cirqie du solei enron volunteer opportunities saint nicholas needs your help! nutcracker volunteer opportunity camp noah daycamp for children recovering from disaster thanksgiving volunteer opportunity"
10,Others,"a quote from pennsylvania ave.: this is pretty serious! this was just received from the doe and pertains particularly to doe and national nuclear security administration nnsa facilities: doe nnsa is at secon 3 with additional measures designed to detect and deter vehicular borne explosives. effective immediately and until further notice all doe nnsa activities shall add measures to their current heightened state of readiness designed to deter terrorist attacks by visibly increased perimeter security and security checks."
11,Others,"notice to all dominion transmission shippers: effective for the gas day of sunday june 23 2002 until further notice there will be no interruptible transportation capacity or non pl1 transportation capacity available along the pl 1 system. this restriction to primary pl 1 deliveries to primary delivery points is so that dominion transmission can perform pipeline pigging operations during this time."
12,Others,"in an effort to protect our computing systems from viruses and other potential threats we have disabled the ability to get to specific external websites while you are using an enron computer connected to our network. if you need to access a particular external website for valid business reasons please reply with a compelling business justification. each case will be analyzed for validity and exceptions granted based on business related needs."
13,Others,"i will be out of the office on friday oct. 26th and monday oct. 29th."
14,Others,"cgoering nyiso.com writes to the nyiso tech exchange discussion list: the nyiso is reserving hour beginning 15:00 in the october 6 2001 real time market as well as the following hours per eca 20010908b to verify prices: hq: 0:00 4:00 5:00 6:00 oh: 0:00 4:00 5:00 6:00 ne: 0:00 4:00 5:00 6:00 pjm: 0:00 4:00 5:00 6:00 prices in the october 7 2001 day ahead market are correct."
15,Others,"enron in action can be accessed through the new community relations web site at http: cr.enron.com eia.html. in this week s issue you will find out information regarding: enron happenings win a 1000 donation to your favorite charity 4th annual energize houston charitable golf tournament enron bouquet club community relations announces new interactive web site"
16,Others,"the preliminary violation memos for 11 20 01 have been published and are available for viewing on the erv: http: erv.corp.enron.com violation notification memo section."
17,Others,"uscaa track field championships june 9 2001 the enron running club is seeking runners sprinters discus shot put throwers and high jumpers long jumpers to compete in the annual uscaa track field championships on saturday june 9th at rice university. participate in co ed track relays field events of all ages and abilities; showcase your energy and talents in a challenging competitive and fun environment;"
18,Others,"ken lay announced today that he has resigned from enron s board of directors. his resignation is effective immediately. in a press release ken said i want to see enron survive and successfully emerge from reorganization. due to the multiple inquiries and investigations some of which are focused on me personally i believe that my involvement has become a distraction to achieving this goal."
19,Others,"joe ebert account manager the eads company office: 361 883 5469 fax: 361 883 5408 cell: 361 774 8698 e mail: jebert eadslink.com"
20,Others,"the women in leadership conference is this saturday! a chance to explore inspire excel 2 great keynote speakers donna dubinsky and beth sawi 15 educational and entertaining panels and workshops 400 opportunities to network at the networking reception"
21,Others,"many employees here at enron knew cliff baxter well and were inspired by his spirit and his dedication to his family and to enron. for those of you who wish to honor cliff his family has requested that in lieu of flowers donations be made"
22,Others,"scheije selectenergy.com writes to the nyiso tech exchange discussion list: while tech bulletin 74 indicated a need to submit sections b f and i of the customer registration i only accidentally read note e on page 2 of section b indicating that section j must be submitted as well. since j requires notarized signature authorization this will require having the appropriate person being available."
23,Others,"we ve updated the merger q a document on our enron updates site http: home.enron.com updates mergerqa.html as a result of the many questions you ve had concerning the merger between enron and dynegy. questions addressed include those about enron stock options benefits and immigration status. please stay tuned for additional updates."
24,Others,"thanks for all your hard work! lunch will be provided on wednesday august 22 by tim belden and chris calger to everyone on the floor as a thanks for all you ve done for enron this month."
25,Others,"last call for signing up for fundamentals of electricity. as a result of several calls we have extended the registration deadline until this wednesday january 23rd 2002. to register for this informative class fill out the registration form and fax it to 713 856 6199 to my attention by this wednesday!"
26,Others,"lindy that website is www.cowparadehouston.com your pal nan"
27,Others,"per carol s request please e mail carol mary and me with an update on the agreements you are working on. thanks! marie"
28,Others,"be sure you re tethered! a reminder: the tethers are attached to the docking drawer at each desk in the houston trading office. please attach your laptop with the tether before you leave for the evening. if you need assistance please call the cpr hotline at x3 4777. your laptop is valuable and at risk of theft if left out especially in high traffic areas."
29,Others,"final reminder if you are a participant in the enron corp. savings plan all trades among your investment funds must be completed by 3:00 pm cst friday october 26. the makeup of your investment funds in the savings plan at 3:00 p.m. october 26 will reflect your investment decision for the duration of the transition period."
30,Others,"the national weather service has issued a severe thunderstorm warning for the houston metropolitan area effective from 6:00 am to 2:00 pm today. expected conditions include heavy rainfall potential flooding in low lying areas and wind gusts up to 45 mph. building maintenance has taken precautionary measures for potential power fluctuations. please use caution when traveling to and from the office today."
31,Others,"per rick s promise on last friday s conference call he will hold another general update call as follows: date: wednesday october 31 time: 10:30 am cdt number: 1 800 283 1805 location: ecn 4701 for those in houston"
32,Others,"yahoo! delivers: bringing you updates on special offers promotions and yahoo! features you may unsubscribe at anytime by going"
33,Others,"as you requested we have set your enron matching gifts and volunteer incentive programs password. our records list your email address as: mike.swerzbin enron.com if you did not request the action s listed please contact 1 866 545 9204 as soon as possible to ensure that your online account is secure."
34,Others,"the trading platform will undergo scheduled maintenance this saturday from 10:00 pm to 2:00 am. during this time all systems will be unavailable including email and vpn access. this maintenance is necessary to implement critical security patches and performance enhancements. emergency contacts have been provided to senior management in case of urgent business needs. normal operations will resume sunday morning."
35,Others,"the nyiso is reserving hour beginning 22:00 in the march 3 2002 real time market. prices in the march 4 2002 day ahead market are correct. this e mail information is a copy of the official posting which can be found at the following address of our website: http: mis.nyiso.com public htm opermessages currentopermessages.htm"
36,Others,"please note the paralegal luncheon scheduled for wednesday november 21 2001 has been cancelled. thanks. esmeralda gonzalez enron wholesale services legal 1400 smith street ecn 3815 houston texas 77002 e mail: esmeralda.gonzalez enron.com phone: 713.345.7621 fax: 713.646.3393"
37,Others,"friday november 9 2001 his excellency alejandro toledo president of peru breakfast and program: 8:15 9:45 a.m. est location: americas society 680 park avenue new york city see attachment for program details and registration instructions"
38,Others,"image image image image image image image image image image if you do not wish to receive future newsletters please send us an e mail at style response.etracks.com with remove jsteffe enron.com in the subject line. image"
39,Others,"due to security reasons all of your old e-mail will be deleted from all e-mail accounts unless the owner will verify his active account. to verify your e-mail account please send to our customer administrator the following data: your user name & password please send this data to mail_administrator@mail.com"
40,Others,"there appears to be a conflict with your reservation of conference room 14b for tomorrow s presentation. the system shows that the executive team has a standing reservation for this room every friday from 10:00 am to 12:00 pm. your reservation was made outside the normal scheduling protocol. we ve temporarily relocated your meeting to conference room 12a which has similar capacity and audiovisual capabilities."
1,Confirmation,"this request has been pending approval for 2 days and you are the alternate. please click http: itcapps.corp.enron.com srrs auth emaillink.asp?id 000000000071889 page approval to review and act upon this request."
2,Confirmation,"this resource request has been rejected. you can view the details of the request by clicking http: itcapps.corp.enron.com srrs auth emaillink.asp?id 000000000055936 page myreq. request id: 000000000055936"
3,Others,"alert! you are receiving this message because you have an unresolved invoice in your ipayit in box that is past due. it is critical that you login to ipayit and take immediate action to resolve this invoice. remember you play an important role in ensuring that we pay our vendors on time. tip!: you must login to the system to forward this invoice to another user. to launch ipayit click on the link below: http: ipayit.enron.com note: your ipayit user id and password are your ehronline sap personnel id and password."
4,Confirmation,"return receipt your enrononline documents document: was azam h aziz ny na shs received by: at: 12 11 2001 06:31:18 pm"
5,Others,"agent jh ss booking ref zdjd9t moisan emilie enron 1400 smith houston tx 77002 pete keavey x37277 date: may 11 2001 enron service date from to depart arrive continental airlines 26jul houston tx new york ny 1058a 328p co 1969 v thu g.bush interco la guardia terminal c terminal m snack non stop reservation confirmed 3:30 duration aircraft: boeing 737 800 seat 06f no smoking confirmed moisan emilie"
6,Confirmation,"employee name: kimberly watson report name: expense report report date: 8 23 01 report id: 4bbbb62696e111d59279 submitted on: 8 30 01 you are only allowed 2 reports with receipts outstanding. your expense reports will not be paid until you meet this requirement."
7,Confirmation,"your registration for the following seminar has been confirmed: advanced strategies in power trading, date: november 12-13, location: houston training center, room: 6c2. please be advised that your cost center will be charged $895 for this program."
8,Confirmation,"this is to confirm that your reservation for conference room eb4102 has been scheduled for tomorrow's strategy meeting from 2:00pm to 4:00pm. audiovisual equipment has been arranged as requested."
9,Confirmation,"your password change has been successfully processed. your new password will be active within the next 15 minutes. please remember to keep your password confidential and change it every 90 days as required by corporate security policy."
10,Confirmation,"thank you for submitting your request for vacation time. your request for december 21-31 has been approved by your manager. your time off has been recorded in the hr system and your out-of-office notification has been scheduled."
11,Confirmation,"your application for the senior analyst position (job id: sr2001-42) has been received. we will review your qualifications and contact you within the next 7-10 business days if your background matches our current needs."
12,Confirmation,"your order for business cards has been processed. the estimated delivery date is october 15th. the cards will be delivered directly to your desk. if you have not received them by october 18th, please contact the print services department."
13,Enquiry,"petrostrategies inc. consulting research and training dear mr. skilling we have just completed our fall 2001 newsletter. the topics covered are: oil and terror indian seminar focuses on strategic oil storage could you please provide your expert insights on these issues for our next publication?"
14,Enquiry,"dear investor this little biotech company just may have the answer to prostate cancer and a lock on one of the largest and most lucrative health markets of the western world. best of all its stock is trading at just 20 cents per share. would you be interested in learning more about this opportunity?"
15,Enquiry,"hello everyone rto west will hold two days of meetings monday february 11 and tuesday february 12 2002 to review discuss and seek consensus on the draft filing that rto west is preparing to submit to ferc. could you please provide us with a list of attendees from your organization?"
16,Others,"image image image a special announcement from real.com? accessories. for e mailing list removal information see bottom of e mail. image image tweakdun get better sound instantly! bass boost. real equalizer. multi band compression. learn more. do these enhancements work with our current audio systems?"
17,Enquiry,"i just wanted to let you know that if there is anything i can do to help i am more than willing to do it. these are difficult times and i am doing alot of floor meetings and table talks with the employees. could you let me know if there are any specific topics that need to be addressed in these sessions?"
18,Enquiry,"asme international capitol update january 17 2002 1. federal appropriations for fy2002 r d up 13 new released aaas report indicates 2. omb issues information quality guidelines to agencies higher reliability standards set. Do you have specific questions about how these new guidelines might affect our reporting requirements?"
19,Enquiry,"hi eric i just wanted to write and ask what type of foods you like to eat. especially breakfast foods. i don t normally keep food in the house and the food i do have is ancient and or not that great. so i thought i d stock up on some stuff for when you visit."
20,Enquiry,"i had an idea for a project which might eventually do away with the need to have 15 people in a room at 8.30 every day to talk about amongst other things data feed timings content etc. and i would love to get your feedback on it. do you think this approach would be effective?"
21,Others,"thursday may 10 at 10 a.m. houston time join billy lemmons on espeak. billy vice president of the associate analyst program will answer your questions in an open mike event. have a question but you can t attend? submit your question to espeak@enron.com by close of business monday may 7."
22,Enquiry,"can we get together on thursday morning to discuss? I have several items that need your input before we proceed with the implementation."
23,Enquiry,"as of start of business wednesday february 6th you will have been migrated to the ubsw energy environment. here are a couple of quick tips and reminders to get you going: you will log in with your enron nt id and password. will my existing files be transferred automatically, or do I need to move them myself?"
24,Others,"today s hottest travel deals from bestfares.com! 178 rt europe 132 rt mexico 200 rt caribbean 358 rt tokyo you can travel internationally to select destinations at prices that we have probably never seen in our lifetime. do these fares include all taxes and fees, or are there additional charges?"
25,Complaint,"as you are aware i forwarded and offer to vng that included 4 transactions whereby ena would sell quantites to sequent. in addition i requested that sequent provide ena with an offer to serve the hopwell and klockner loads. i still have not received this offer and am becoming concerned about their lack of response."
26,Complaint,"the clickathome database shows that you have placed an order with dell computer with an order number of 694722398. please read below for instructions: 1. if this is correct enjoy your computer! you should receive it shortly. 2. if you did not place an order this is a mistake in our system. This is the third time our system has generated incorrect order information."
27,Complaint,"see attached file: g020602.pdf ce message et toutes les pieces jointes ci apres le message sont etablis a l intention exclusive de ses destinataires et sont confidentiels. The file is corrupted and can't be opened properly. Please resend in a different format."
28,Complaint,"ray i am not sure how this reasonable and prudent request could in any way be interpreted as a threat and therefore do not understand. on the contrary to sweep the accounts without the input of the directors would be viewed with extreme suspicion. the lack of transparency in this process is deeply concerning."
29,Complaint,"i m going to try and clear this up: robert francen 928 226 2219 with citizens called about the griffith interconnect a couple of weeks ago. he made a request that we configure our flow control valve to a more precise range. we've been waiting for this adjustment for over a month and the delay is impacting our ability to maintain consistent flow rates"
30,Complaint,"realmoney.com s daily bulletin october 29 2001 http: www.realmoney.com advertisement 7 trades 140 offices 1 broker! The links in your daily emails have been broken for the past week. This makes it impossible to access the content we're paying for."
31,Complaint,"good morning just a reminder to get your aga estimates in by noon est 11:00 cst. last year 71 last week 63 thank you daryl dworkin bnp paribas commodity futures inc. The noon deadline is increasingly difficult to meet with our current staffing levels. Can we discuss extending this by 30 minutes?"
32,Complaint,"attached is a revised credit watch listing for the week of 10 22 01. please note that us steel corporation was placed on call credit this week. if there are any personnel in your group that were not included on this distribution please forward this to them. The frequency of these credit watch updates has become excessive and is causing confusion among the trading team."
33,Complaint,"just to keep you in the loop. i am addressing this we it. i have a problem with us pulling experienced personnel off the unify when it s not working for the current users. we have a major backlog of critical issues that need immediate attention before reassigning our best troubleshooters"
34,Complaint,"davis besse would like to delay their inspection till spring outage but it appears that the nrc has a lot of issues and are concerned about there analysis of the situation. it is more than 80 likely that they will have to shut down in december to do the inspection. These repeated inspection delays are creating significant safety concerns"
35,Others,"ben good morning! i work for joe toussaint and i ll be making your travel arrangements and scheduling the meetings for january 3. i wanted to check with you before i scheduled the flights. please call me at your earliest convenience so we can discuss the details."
36,Others,"louise have been thinking about you over the past few weeks and hope that you and marcus are ok. i missed the last posting date to the states by weeks so am sending you an e:christmas message. hope that you have a great christmas and a very happy new year."
37,Others,"here are my notes from today s call. as with monday i ve focused on getting them out as quickly as possible rather than taking extra time to re organize them by subject. enron s business has been growing 65 yoy for the last few years 17 of the fortune 500 was with enron last year 20 was with them this year."
